URL: /
Timestamp: Fri Mar 24 2023 19:29:37 GMT-0400 (Eastern Daylight Time)

URL: /server.js
Timestamp: Fri Mar 24 2023 19:29:37 GMT-0400 (Eastern Daylight Time)

URL: /documentation.html
Timestamp: Fri Mar 24 2023 19:29:51 GMT-0400 (Eastern Daylight Time)

::1 - - [21/Apr/2023:16:24:08 +0000] "GET /movies/director/john%landis HTTP/1.1" 500 5
::1 - - [21/Apr/2023:16:24:16 +0000] "GET /movies HTTP/1.1" 200 8116
::1 - - [21/Apr/2023:16:24:44 +0000] "GET /movies/Director//Christopher%Nolan HTTP/1.1" 404 175
::1 - - [21/Apr/2023:16:24:53 +0000] "GET /movies/Director/Christopher%Nolan HTTP/1.1" 500 5
::1 - - [21/Apr/2023:16:25:06 +0000] "GET /movies/director/Christopher%Nolan HTTP/1.1" 500 5
::1 - - [21/Apr/2023:16:25:15 +0000] "GET /movies/directors/Christopher%Nolan HTTP/1.1" 404 175
::1 - - [21/Apr/2023:16:25:35 +0000] "GET /movies/directors/Christopher%20Nolan HTTP/1.1" 404 175
::1 - - [21/Apr/2023:16:25:44 +0000] "GET /movies/Director/Christopher%20Nolan HTTP/1.1" 200 242
::1 - - [21/Apr/2023:16:26:48 +0000] "GET /movies/movies/Coming%20To%20America HTTP/1.1" 404 174
::1 - - [21/Apr/2023:16:26:57 +0000] "GET /movies/movie/Coming%20To%20America HTTP/1.1" 404 173
::1 - - [21/Apr/2023:16:27:05 +0000] "GET /movies/movie HTTP/1.1" 200 4
::1 - - [21/Apr/2023:16:27:07 +0000] "GET /movies/movies HTTP/1.1" 200 4
::1 - - [21/Apr/2023:16:27:12 +0000] "GET /movies HTTP/1.1" 200 8116
::1 - - [21/Apr/2023:16:27:51 +0000] "GET /movies/Coming%20To%20America HTTP/1.1" 200 990
::1 - - [21/Apr/2023:16:28:33 +0000] "GET /users HTTP/1.1" 404 144
::1 - - [21/Apr/2023:16:28:42 +0000] "GET /user HTTP/1.1" 404 143
::1 - - [21/Apr/2023:16:28:46 +0000] "GET /User HTTP/1.1" 404 143
::1 - - [21/Apr/2023:16:28:54 +0000] "GET /Username HTTP/1.1" 404 147
::1 - - [21/Apr/2023:16:28:58 +0000] "GET /UserName HTTP/1.1" 404 147
::1 - - [21/Apr/2023:16:29:03 +0000] "GET /userName HTTP/1.1" 404 147
::1 - - [21/Apr/2023:16:29:53 +0000] "GET /user/test12 HTTP/1.1" 404 150
::1 - - [21/Apr/2023:16:40:33 +0000] "GET /user/movieuser1 HTTP/1.1" 404 154
::1 - - [21/Apr/2023:22:19:28 +0000] "GET /users HTTP/1.1" 404 144
::1 - - [21/Apr/2023:22:20:07 +0000] "GET /Users HTTP/1.1" 404 144
::1 - - [21/Apr/2023:22:20:10 +0000] "GET /Users/ HTTP/1.1" 404 145
::1 - - [21/Apr/2023:22:22:50 +0000] "GET /Users/ HTTP/1.1" 404 145
::1 - - [21/Apr/2023:22:22:57 +0000] "GET /users HTTP/1.1" 404 144
::1 - - [21/Apr/2023:22:24:08 +0000] "GET /users HTTP/1.1" 404 144
::1 - - [21/Apr/2023:22:27:04 +0000] "GET /users/ HTTP/1.1" 404 145
::1 - - [21/Apr/2023:22:27:10 +0000] "GET /users HTTP/1.1" 404 144
::1 - - [21/Apr/2023:22:27:16 +0000] "GET /Users HTTP/1.1" 404 144
::1 - - [21/Apr/2023:22:31:21 +0000] "GET /users HTTP/1.1" 404 144
::1 - - [21/Apr/2023:22:32:26 +0000] "GET /users HTTP/1.1" 404 144
::1 - - [21/Apr/2023:23:03:51 +0000] "GET /users HTTP/1.1" 404 144
::1 - - [21/Apr/2023:23:04:50 +0000] "GET /users/ HTTP/1.1" 404 145
::1 - - [21/Apr/2023:23:05:01 +0000] "GET /Users HTTP/1.1" 404 144
::1 - - [21/Apr/2023:23:05:16 +0000] "GET /movies HTTP/1.1" 200 8116
